video_id,channel_id,video_title,description,published_at,thumbnail_url,category_id,tags,view_count,like_count,comment_count,duration_seconds,duration_iso,definition,caption,topic_categories,engagement_rate,views_per_day,days_since_publish,is_billionaires_watch,is_milestones_watch,is_highly_viral,attention_segment,like_view_ratio,comment_view_ratio,like_comment_ratio,ingestion_timestamp
pzBi1nwDn8U,UCX6OQ3DkcsbYNE6H8uQQuVA,"Survive 100 Days Trapped In A Private Jet, Keep It","Spending that much time in a jet is crazy
10 people will win $10,000 thanks to DoorDash. Enter promo code JET on any grocery, convenience or retail to get $10 off your order AND to enter for a chance to win $10K: https://bit.ly/44GtE3z
#doordashpartner #ad

To help offset the carbon emissions from the jet, we planted thousands of trees and are working with the Arbor Day Foundation to support certified carbon removal projects that restore forests and remove CO₂ from the atmosphere.

Due to airport security, Dashers delivered this and all subsequent orders to a MrBeast crew member who then brought items to the pilot.

With DashPass, enjoy $0 delivery fees and lower service fees on eligible orders. Terms apply.

New Merch - https://mrbeast.store

Check out Viewstats! - https://www.viewstats.com/

SUBSCRIBE OR I TAKE YOUR DOG
╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

For any questions or inquiries regarding this video, please reach out to chucky@mrbeastbusiness.com

Music Provided by https://www.extrememusic.com

----------------------------------------------------------------
follow all of these or i will kick you
• Facebook - https://www.facebook.com/MrBeast/
• Twitter - https://twitter.com/MrBeast
•  Instagram - https://www.instagram.com/mrbeast
•  Im Hiring! - https://www.mrbeastjobs.com/
--------------------------------------------------------------------
Terms & Conditions:
NO PURCHASE NECESSARY. Purchase will not increase your chances of winning. Sweepstakes ends 11:59 PM PT on 07/27/25. Open to legal US residents, 18+, who have an active, valid DoorDash account. See Official Rules (https://bit.ly/4nYqvoO) for complete details on how to enter, eligibility requirements, free method of entry, odds of winning, prize description, and limitations. Void where prohibited. Sponsor: DoorDash, Inc.

Promo offer valid through 11:59PM PT on 07/27/25 on orders placed at participating grocery, convenience, or retail merchants on the DoorDash app or website. Valid only in the United States. Valid only on orders with a minimum subtotal of $20, excluding fees and taxes. Maximum value of discount is $10. Discount applies to subtotal only; does not apply to fees, taxes, and gratuity. If the full $10 value is not used on a single order, the remaining value will be forfeited. Not valid for pickup. Limit one per person. Not valid for the purchase of alcohol. Fees, taxes, and gratuity still apply. Use promo code JET at checkout to redeem. See further terms and conditions at https://drd.sh/8ONpZP/.",2025-07-19 16:00:01,https://i.ytimg.com/vi/pzBi1nwDn8U/hqdefault.jpg,24,,134598625,3406161,45852,1983,PT33M3S,hd,true,"",2.5647,1085472.78,124,false,false,true,highly_viral,0.0253,0.0003,74.286,2025-11-21 01:33:19
R7oW0LwS_e4,UCX6OQ3DkcsbYNE6H8uQQuVA,I Met Neymar,"",2025-07-11 16:15:07,https://i.ytimg.com/vi/R7oW0LwS_e4/hqdefault.jpg,24,,99048405,1685146,14987,10,PT10S,hd,false,"https://en.wikipedia.org/wiki/Association_football,https://en.wikipedia.org/wiki/Sport",1.7165,750366.7,132,false,true,true,"milestones_watch,highly_viral",0.017,0.0002,112.4405,2025-11-21 01:33:19
BfKI_TQnQvo,UCX6OQ3DkcsbYNE6H8uQQuVA,I Raced A Cheetah,"",2025-07-06 16:00:01,https://i.ytimg.com/vi/BfKI_TQnQvo/hqdefault.jpg,24,,129771626,3011327,13471,20,PT20S,hd,false,https://en.wikipedia.org/wiki/Entertainment,2.3309,947238.15,137,false,false,true,highly_viral,0.0232,0.0001,223.5415,2025-11-21 01:33:19
FWAdfuPpLOc,UCX6OQ3DkcsbYNE6H8uQQuVA,World's Fastest Car Vs Cheetah!,"I still can't believe we got all these animals for this

Check out the latest Lenovo Legion Pro 7i with Intel® Core™ Ultra 9 Processor: https://www.lenovo.com/legion?cid=ww:display:334qnx #LenovoParter #ad 

The Cheetah is the most critically endangered cat in Africa and it is facing a #RaceforSurvival. You can help it win that race, find out more and donate here https://bit.ly/MrBeastCheetahsRaceforSurvival

51"" Inch Max Vertical (World Record) by Darius Clark (Credit: Dunkademics): https://youtu.be/m1Rgq65Okks

New Merch - https://mrbeast.store
Check out Viewstats! - https://www.viewstats.com/
SUBSCRIBE OR I TAKE YOUR DOG
╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝
For any questions or inquiries regarding this video, please reach out to chucky@mrbeastbusiness.com
----------------------------------------------------------------
follow all of these or i will kick you
• Facebook - https://www.facebook.com/MrBeast/
• Twitter - https://twitter.com/MrBeast
•  Instagram - https://www.instagram.com/mrbeast
•  Im Hiring! - https://www.mrbeastjobs.com/
--------------------------------------------------------------------",2025-07-05 16:00:01,https://i.ytimg.com/vi/FWAdfuPpLOc/hqdefault.jpg,24,,189973961,3345073,45361,1237,PT20M37S,hd,true,https://en.wikipedia.org/wiki/Entertainment,1.7847,1376622.91,138,false,false,true,highly_viral,0.0176,0.0002,73.7434,2025-11-21 01:33:19
NjlP2_l1Wr0,UCX6OQ3DkcsbYNE6H8uQQuVA,"You Lose, You Get Shot","",2025-06-30 16:00:08,https://i.ytimg.com/vi/NjlP2_l1Wr0/hqdefault.jpg,24,,98329466,1643763,6452,36,PT36S,hd,false,https://en.wikipedia.org/wiki/Entertainment,1.6783,687618.64,143,false,true,true,"milestones_watch,highly_viral",0.0167,0.0001,254.768,2025-11-21 01:33:19
gGcaGdHlt60,UCX6OQ3DkcsbYNE6H8uQQuVA,"If You Spill, You Lose!",Huge thanks to @NASCAR  for letting us use their race track!,2025-06-25 17:00:08,https://i.ytimg.com/vi/gGcaGdHlt60/hqdefault.jpg,24,,384251340,3546472,7310,19,PT19S,hd,false,https://en.wikipedia.org/wiki/Entertainment,0.9249,2596292.84,148,false,false,true,highly_viral,0.0092,0.0,485.1535,2025-11-21 01:33:19
pe_ejTiIcSs,UCX6OQ3DkcsbYNE6H8uQQuVA,"Lose 100 LBs, Win $250,000!","Go start the business you’ve been dreaming of and visit https://www.Shopify.com/MrBeast to start your trial now. #ad #shopify 

**In Loving Memory of Coach Tyler Wall**

It is with profound sadness that we share the unexpected passing of Coach Tyler Wall. Coach Wall was a remarkable individual whose kindness and genuine spirit touched all who knew him. His loss has left our hearts heavy with grief.

Following this tragic news, we reached out to Coach Wall’s family to determine whether this video should be shared. With grace and wisdom, they expressed that Tyler would have wanted his message of hope and positivity to continue reaching others, even in his absence.

We humbly ask that you honor Coach Wall’s memory and respect his family’s need for privacy during this difficult time.

Coach Tyler Wall’s legacy of compassion and encouragement will live on in the hearts of all who were fortunate enough to know him.


New Merch - https://mrbeast.store

Check out Viewstats! - https://www.viewstats.com/

SUBSCRIBE OR I TAKE YOUR DOG
╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

For any questions or inquiries regarding this video, please reach out to chucky@mrbeastbusiness.com

Music Provided by https://www.extrememusic.com

----------------------------------------------------------------
follow all of these or i will kick you
• Facebook - https://www.facebook.com/MrBeast/
• Twitter - https://twitter.com/MrBeast
•  Instagram - https://www.instagram.com/mrbeast
•  Im Hiring! - https://www.mrbeastjobs.com/
--------------------------------------------------------------------",2025-06-21 16:00:01,https://i.ytimg.com/vi/pe_ejTiIcSs/hqdefault.jpg,24,,211427044,6460343,105455,2210,PT36M50S,hd,true,"https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Physical_fitness",3.1055,1390967.39,152,false,false,true,highly_viral,0.0306,0.0005,61.2616,2025-11-21 01:33:19
V6In4tmd-w8,UCX6OQ3DkcsbYNE6H8uQQuVA,"$1 vs $25,000 VFX","Huge thanks to every VFX artist that made this happen!

$1 - @HelloXRyan 
$1,000 - @scottconveryvfx 
$10,000 - @krimium. 
$25,000 - @heyBrandonB 

All renders were done without the use of AI, go check them out!",2025-06-19 17:00:41,https://i.ytimg.com/vi/V6In4tmd-w8/hqdefault.jpg,24,,94639981,2309786,12569,23,PT23S,hd,false,https://en.wikipedia.org/wiki/Video_game_culture,2.4539,614545.33,154,false,true,true,"milestones_watch,highly_viral",0.0244,0.0001,183.7685,2025-11-21 01:33:19
ZGvn9ywXjpY,UCX6OQ3DkcsbYNE6H8uQQuVA,Feastables vs Reese’s Taste Test with @gordonramsay,"",2025-06-10 16:00:02,https://i.ytimg.com/vi/ZGvn9ywXjpY/hqdefault.jpg,24,,328621589,6001875,14539,33,PT33S,hd,false,"https://en.wikipedia.org/wiki/Entertainment,https://en.wikipedia.org/wiki/Food",1.8308,2016083.37,163,false,false,true,highly_viral,0.0183,0.0,412.8121,2025-11-21 01:33:19
hTSaweR8qMI,UCX6OQ3DkcsbYNE6H8uQQuVA,"$1 vs $500,000 Date","Experiencing all of this was incredible
Buy Feastables! It tastes amazing and it's ethically sourced 👉 https://fstbls.com/5mj6dv #ad #feastablespartner 

New Merch - https://mrbeast.store

Check out Viewstats! - https://www.viewstats.com/

SUBSCRIBE OR I TAKE YOUR DOG
╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

For any questions or inquiries regarding this video, please reach out to chucky@mrbeastbusiness.com

Major League Baseball footage and trademarks used with permission of Major League Baseball. All rights reserved.

----------------------------------------------------------------
follow all of these or i will kick you
• Facebook - https://www.facebook.com/MrBeast/
• Twitter - https://twitter.com/MrBeast
•  Instagram - https://www.instagram.com/mrbeast
•  Im Hiring! - https://www.mrbeastjobs.com/
--------------------------------------------------------------------",2025-06-07 16:00:00,https://i.ytimg.com/vi/hTSaweR8qMI/hqdefault.jpg,24,,150015105,3374358,59913,1042,PT17M22S,hd,true,https://en.wikipedia.org/wiki/Lifestyle_(sociology),2.2893,903705.45,166,false,false,true,highly_viral,0.0225,0.0004,56.321,2025-11-21 01:33:19
KCRLP-zBacU,UCX6OQ3DkcsbYNE6H8uQQuVA,Can I Teach a Penguin To Subscribe?,"",2025-05-31 16:10:27,https://i.ytimg.com/vi/KCRLP-zBacU/hqdefault.jpg,24,,560197834,7349019,17885,9,PT9S,hd,false,https://en.wikipedia.org/wiki/Entertainment,1.3151,3238137.77,173,false,false,true,highly_viral,0.0131,0.0,410.9041,2025-11-21 01:33:19
c2ukL_zjFCk,UCX6OQ3DkcsbYNE6H8uQQuVA,Extreme Helmet Game,"",2025-05-28 16:00:19,https://i.ytimg.com/vi/c2ukL_zjFCk/hqdefault.jpg,24,,178530089,3357888,7003,32,PT32S,hd,false,"https://en.wikipedia.org/wiki/Entertainment,https://en.wikipedia.org/wiki/Film,https://en.wikipedia.org/wiki/Humour,https://en.wikipedia.org/wiki/Television_program",1.8848,1014375.51,176,false,false,true,highly_viral,0.0188,0.0,479.4928,2025-11-21 01:33:19
